experiment_name,model_type,channel_set_name,channel_names,n_channels,n_temporal_features,mean_epochs_trained,std_epochs_trained,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_roc_auc,std_roc_auc,mean_precision_sick,std_precision_sick,mean_recall_sick,std_recall_sick,mean_sensitivity_sick,std_sensitivity_sick,mean_specificity_healthy,std_specificity_healthy,mean_f1_sick,std_f1_sick,mean_runtime_seconds,std_runtime_seconds,pooled_accuracy,pooled_balanced_accuracy,pooled_roc_auc,pooled_precision_sick,pooled_recall_sick,pooled_sensitivity_sick,pooled_specificity_healthy,pooled_f1_sick,pooled_tn,pooled_fp,pooled_fn,pooled_tp
temporal_4ch_mean_std_mean_delta_std_delta_temporal_cnn,temporal_cnn,temporal_4ch_mean_std_mean_delta_std_delta,frame_mean|frame_std|mean_delta|std_delta,4,80,89.2,46.094468214743515,0.7497959183673469,0.03244063555920591,0.7292898745519713,0.039016704778605686,0.841733870967742,0.03550629448485909,0.667224880382775,0.0680158308587592,0.6555555555555556,0.12668615834434868,0.6555555555555556,0.12668615834434868,0.8030241935483872,0.08395307511663919,0.6512510279041719,0.06179600155355981,1.7835461616516113,0.8708909162162738,0.75,0.729676511954993,0.819549929676512,0.6555555555555556,0.6555555555555556,0.6555555555555556,0.8037974683544303,0.6555555555555556,127,31,31,59
temporal_5ch_mean_std_deltas_cumulative_temporal_cnn,temporal_cnn,temporal_5ch_mean_std_deltas_cumulative,frame_mean|frame_std|mean_delta|std_delta|cumulative_recovery,5,100,78.4,36.25327571406479,0.7582857142857142,0.041176371189755416,0.7359431003584229,0.04809498342692902,0.8137208781362008,0.07748177747778907,0.6740514387573211,0.06833070514022212,0.6555555555555556,0.09938079899999064,0.6555555555555556,0.09938079899999064,0.8163306451612904,0.057461445926377905,0.6611904761904762,0.06628077088846479,1.6384265899658204,0.5273010008790665,0.7580645161290323,0.7360056258790436,0.810056258790436,0.6704545454545454,0.6555555555555556,0.6555555555555556,0.8164556962025317,0.6629213483146067,129,29,31,59
temporal_2ch_mean_std_flat_logistic,flat_logistic,temporal_2ch_mean_std,frame_mean|frame_std,2,40,,,0.7538775510204081,0.04670750479043428,0.7444668458781363,0.04581911946709156,0.8039538530465948,0.04834451790902019,0.6512440191387558,0.07283272699586855,0.711111111111111,0.07243558228002941,0.711111111111111,0.07243558228002941,0.7778225806451614,0.06586295802934006,0.6774638105597857,0.05581855227565007,0.012648630142211913,0.0029735601955740375,0.7540322580645161,0.7447960618846695,0.8034458509142054,0.6464646464646465,0.7111111111111111,0.7111111111111111,0.7784810126582279,0.6772486772486772,123,35,26,64
temporal_3ch_mean_std_mean_delta_flat_logistic,flat_logistic,temporal_3ch_mean_std_mean_delta,frame_mean|frame_std|mean_delta,3,60,,,0.7256326530612245,0.042884733587184816,0.712768817204301,0.025908222915910193,0.7641353046594981,0.03907522619676845,0.6254520358868184,0.09191556150881232,0.6666666666666667,0.055555555555555525,0.6666666666666667,0.055555555555555525,0.7588709677419355,0.09251539213697398,0.6396965482812724,0.02841567459368276,0.012957096099853516,0.000532389888300824,0.7258064516129032,0.7130801687763713,0.7625175808720113,0.6122448979591837,0.6666666666666666,0.6666666666666666,0.759493670886076,0.6382978723404256,120,38,30,60
temporal_5ch_mean_std_deltas_cumulative_flat_logistic,flat_logistic,temporal_5ch_mean_std_deltas_cumulative,frame_mean|frame_std|mean_delta|std_delta|cumulative_recovery,5,100,,,0.7174693877551019,0.031683829570091,0.7038866487455196,0.019225329796630358,0.757258064516129,0.044430728647965004,0.6085839598997492,0.05071880013571633,0.6555555555555556,0.060858061945018437,0.6555555555555556,0.060858061945018437,0.7522177419354839,0.07637843471859342,0.6275580275580276,0.019826666033223517,0.02298908233642578,0.0015554582995146939,0.717741935483871,0.7043600562587904,0.7593530239099859,0.6020408163265306,0.6555555555555556,0.6555555555555556,0.7531645569620253,0.6276595744680851,119,39,31,59
temporal_4ch_mean_std_mean_delta_std_delta_flat_logistic,flat_logistic,temporal_4ch_mean_std_mean_delta_std_delta,frame_mean|frame_std|mean_delta|std_delta,4,80,,,0.7175510204081632,0.023101824474360204,0.7039874551971325,0.013266503235326863,0.7572356630824373,0.04529678117691265,0.6069783153536014,0.04249807740874142,0.6555555555555556,0.060858061945018437,0.6555555555555556,0.060858061945018437,0.7524193548387097,0.06447910353893099,0.6271638317851412,0.01668788570842974,0.013010692596435548,0.0002620971453101839,0.717741935483871,0.7043600562587904,0.759142053445851,0.6020408163265306,0.6555555555555556,0.6555555555555556,0.7531645569620253,0.6276595744680851,119,39,31,59
temporal_2ch_mean_std_temporal_cnn,temporal_cnn,temporal_2ch_mean_std,frame_mean|frame_std,2,40,102.2,47.89780788303364,0.6892244897959184,0.08055079031833243,0.698622311827957,0.07571250257619339,0.7470206093189964,0.07179138978008402,0.5602038266580995,0.08087793754438773,0.7333333333333334,0.08240220541217402,0.7333333333333334,0.08240220541217402,0.6639112903225806,0.10556462009285399,0.6334141399164752,0.07663393648234389,3.579381561279297,3.0939914707504874,0.6895161290322581,0.6989451476793249,0.7552742616033755,0.5546218487394958,0.7333333333333333,0.7333333333333333,0.6645569620253164,0.631578947368421,105,53,24,66
temporal_3ch_mean_std_mean_delta_temporal_cnn,temporal_cnn,temporal_3ch_mean_std_mean_delta,frame_mean|frame_std|mean_delta,3,60,105.8,65.53396066162948,0.6451428571428572,0.07363450832542125,0.6236335125448029,0.09414712724101058,0.6888104838709678,0.09235065416234024,0.5008212560386474,0.09886305532589641,0.5444444444444445,0.17302679447108263,0.5444444444444445,0.17302679447108263,0.7028225806451613,0.032535662915366456,0.5194395819556281,0.13284594546016637,2.364051628112793,1.5666979712417002,0.6451612903225806,0.6234880450070324,0.6821378340365682,0.5104166666666666,0.5444444444444444,0.5444444444444444,0.7025316455696202,0.5268817204301075,111,47,41,49
