experiment_name,feature_group_name,prune_correlated,corr_threshold,n_original_features,mean_selected_features,std_selected_features,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_roc_auc,std_roc_auc,mean_precision_sick,std_precision_sick,mean_recall_sick,std_recall_sick,mean_sensitivity_sick,std_sensitivity_sick,mean_specificity_healthy,std_specificity_healthy,mean_f1_sick,std_f1_sick,mean_runtime_seconds,std_runtime_seconds,mean_n_selected_features,std_n_selected_features,pooled_accuracy,pooled_balanced_accuracy,pooled_roc_auc,pooled_precision_sick,pooled_recall_sick,pooled_sensitivity_sick,pooled_specificity_healthy,pooled_f1_sick,pooled_tn,pooled_fp,pooled_fn,pooled_tp
statistical_surface_unpruned_logistic,statistical_surface,False,,53,53.0,0.0,0.7979591836734693,0.0697493579034724,0.7814740143369177,0.06772119811241778,0.847894265232975,0.05700456533743622,0.7302801120448179,0.11239879582354864,0.7222222222222223,0.07856742013183861,0.7222222222222223,0.07856742013183861,0.840725806451613,0.08344740772258386,0.7239569512015331,0.08685366711336269,0.017164134979248048,0.0015608042881421597,53.0,0.0,0.7983870967741935,0.7819971870604783,0.8420534458509141,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.8417721518987342,0.7222222222222222,133,25,25,65
combined_unpruned_logistic,combined_statistical_physics,False,,144,144.0,0.0,0.7212244897959184,0.0837421321063216,0.711771953405018,0.08610207852966556,0.800100806451613,0.05606453336654762,0.6075036075036075,0.09821821943765124,0.6777777777777778,0.10686324478706302,0.6777777777777778,0.10686324478706302,0.7457661290322581,0.08532419086534733,0.6394017094017094,0.09739671576870804,0.02238626480102539,0.0009178693160964658,144.0,0.0,0.7217741935483871,0.7123066104078762,0.7919127988748242,0.6039603960396039,0.6777777777777778,0.6777777777777778,0.7468354430379747,0.6387434554973822,118,40,29,61
physics_informed_unpruned_logistic,physics_informed_recovery,False,,91,91.0,0.0,0.7417959183673469,0.04436567595373874,0.7301299283154121,0.05737111969210822,0.7955645161290322,0.05271524003714441,0.6341269841269842,0.049595237460215845,0.6888888888888889,0.1337954953199144,0.6888888888888889,0.1337954953199144,0.7713709677419355,0.06465537518507322,0.6552350427350426,0.07714126522773047,0.01838679313659668,0.0009430295319598467,91.0,0.0,0.7419354838709677,0.730520393811533,0.7855836849507736,0.6326530612244898,0.6888888888888889,0.6888888888888889,0.7721518987341772,0.6595744680851063,122,36,28,62
physics_informed_corr090_pruned_logistic,physics_informed_recovery,True,0.9,91,59.4,2.1908902300206643,0.753795918367347,0.04934000052504807,0.7397065412186379,0.056207296390781154,0.790725806451613,0.056880116899083615,0.6526330532212885,0.05796698646288444,0.6888888888888889,0.09296222517045283,0.6888888888888889,0.09296222517045283,0.7905241935483872,0.046153504815601896,0.6689724310776942,0.06926150299235552,1.462662696838379,0.3279495772316608,59.4,2.1908902300206643,0.7540322580645161,0.740014064697609,0.7838959212376934,0.6526315789473685,0.6888888888888889,0.6888888888888889,0.7911392405063291,0.6702702702702703,125,33,28,62
combined_corr090_pruned_logistic,combined_statistical_physics,True,0.9,144,63.8,2.949576240750525,0.7495510204081633,0.06370132828538806,0.7340501792114695,0.06975935353983269,0.7856854838709678,0.06012643236081241,0.649881164587047,0.07991074067922022,0.6777777777777778,0.10686324478706302,0.6777777777777778,0.10686324478706302,0.7903225806451614,0.061330598767771034,0.6618629908103593,0.08573753961421311,1.1982217311859131,0.11340419623947716,63.8,2.949576240750525,0.75,0.7344585091420535,0.7824894514767932,0.648936170212766,0.6777777777777778,0.6777777777777778,0.7911392405063291,0.6630434782608695,125,33,29,61
statistical_surface_corr090_pruned_logistic,statistical_surface,True,0.9,53,5.0,0.0,0.6686530612244898,0.1078387121510669,0.6706429211469535,0.11043296206411193,0.7272961469534049,0.10063522769287467,0.5398672075445531,0.11824553648578673,0.6777777777777778,0.13263707095903687,0.6777777777777778,0.13263707095903687,0.663508064516129,0.10986145908601343,0.5994236174723979,0.12093690090640852,1.086663818359375,0.160890410056386,5.0,0.0,0.6693548387096774,0.6711673699015471,0.7109704641350212,0.5350877192982456,0.6777777777777778,0.6777777777777778,0.6645569620253164,0.5980392156862745,105,53,29,61
